Train Loss,Train Acc,Valid Loss,Valid Acc
0.3279539077353912,0.844975377812744,0.2784173067673635,0.8760628421946722
0.26770099591896585,0.8787912450781715,0.2615924844598028,0.883135725552006
0.25666259225788857,0.8841020874254796,0.26249819715663153,0.8807502866719019
0.2461858608999665,0.889474676315225,0.248495856553664,0.888570633843715
0.23946109240989208,0.8928945999346453,0.24590133391465657,0.8907487751908804
0.23585466872518862,0.8947099881726137,0.2349372140860279,0.8966658096832988
0.23260772445478853,0.8963809570717649,0.238310988021268,0.8948518756762552
0.23039167389647022,0.89744880340637,0.25171762762830413,0.8862428029687488
0.22916778202480498,0.8980975917504426,0.23463777815089615,0.8975465824168016
0.22767396123574915,0.8988187152866893,0.23685131410448468,0.8967264651788348
0.22652626370243167,0.8994258624546078,0.23155220740036278,0.8980409962193975
0.22561764822326652,0.8999017172902483,0.23296597762330498,0.8969214806760796
0.2242653070692321,0.9005581991819152,0.23618064304734018,0.8968787005439343
0.22335162134268288,0.9009684586986594,0.2333782661401808,0.89695930875229
0.22251576847123122,0.9013801795475033,0.2323272424217328,0.8989417986647165
0.22186130653549163,0.9016363124505262,0.23499619583907294,0.8973913248410949
0.22075549523284604,0.9022203288072878,0.2292600688651378,0.8992279587088856
0.21985620947592893,0.9026747181638227,0.22882908402945745,0.8999834093138401
0.2194096718942386,0.9029061642893355,0.22726690189383836,0.9004900184122969
0.21820577122016485,0.9034501978096495,0.23046007990141323,0.899959939695054
0.21753294390874464,0.9037723149552703,0.22715999017893573,0.9011577537087615
0.21688914266764983,0.9041030642519237,0.22804617301963181,0.9000649732838345
0.21622538569983699,0.9044371033448022,0.22664378502257604,0.9011975417805089
0.2156832986479468,0.9046985953706815,0.22670686743602678,0.900633878513069
0.21537842136512855,0.9047790488105157,0.22861251652472678,0.9005955541180266
0.21483715243450874,0.9050707997656628,0.22666249085029275,0.9010632049712689
0.2140554191548895,0.9054357927453817,0.22600713975234718,0.9013707055655898
0.21373780132833536,0.9055829521328007,0.22838884099216314,0.9006843882312107
0.2130343852424676,0.9059363811325647,0.2290584469931599,0.9002535888193183
0.21262332825902383,0.9061285959968263,0.22650091964679006,0.9009106027013133
0.21130643080673892,0.9068446212993396,0.2293053847458576,0.8993529143964271
0.21173751658011133,0.906557848689768,0.2264783377197466,0.9003380400197515
0.2108493518245519,0.9069654551209513,0.22563647452727367,0.9013529538180578
0.21058194502203775,0.9071459716572033,0.22988613541256128,0.8996436744348548
0.21017457205369425,0.9073165302124545,0.22901683309430743,0.8992682224581677
0.20949793033352745,0.9076392910610842,0.23787171848785088,0.8947230547318663
0.20958196981078128,0.9076161142905372,0.226711301720096,0.9017338147423146
0.20862727430659708,0.9080584625584118,0.22573492313637344,0.9012004211255085
0.2082635059375698,0.9082599966564048,0.22605315175501753,0.9015894933433384
0.2082267243729094,0.908275761202419,0.23159677955658983,0.8983506518579178
0.2072178347880585,0.908766880733277,0.2262124742747281,0.9019956778923361
0.20710090916086166,0.90875628672048,0.2255517668761168,0.90192903410136
0.20644416108489852,0.9090983082194535,0.22838809303504484,0.9013864880405975
0.20633684553562373,0.9092000124802079,0.22748098391967062,0.9011168440492237
0.20588119297472926,0.909412514104387,0.22785579972693892,0.8997062787935428
0.20592765739200328,0.9093475386602189,0.2289480725267054,0.9002937855423656
0.20517160078183935,0.909782706265569,0.2273204830486023,0.9017484902407873
0.20497199477190853,0.9098259197688049,0.226631846583307,0.9010836317381506
0.2046665137884014,0.9099866637200592,0.22608269119077157,0.9013259791214643
0.20427989296122945,0.9102446516309621,0.22650572953289122,0.9015859903528533
